"ITIN_ID","MKT_ID","SEQ_NUM","ORIGIN_CITY_MARKET_ID","ORIGIN","DEST_CITY_MARKET_ID","DEST","TRIP_BREAK","OPERATING_CARRIER","DISTANCE","YEAR","QUARTER","GATEWAY"
20011259,20011461,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011259,20011461,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011260,20011462,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011260,20011462,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011260,20011463,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011260,20011463,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011261,20011464,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011261,20011464,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011261,20011465,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011261,20011465,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011262,20011466,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011262,20011466,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011262,20011467,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011262,20011467,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011263,20011468,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011263,20011468,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011263,20011469,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011263,20011469,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011264,20011470,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011264,20011470,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011264,20011471,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011264,20011471,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011265,20011472,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011265,20011472,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011265,20011473,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011265,20011473,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011266,20011474,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011266,20011474,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011266,20011475,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011266,20011475,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011267,20011476,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011267,20011476,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011267,20011477,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011267,20011477,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011268,20011478,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011268,20011478,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011268,20011479,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011268,20011479,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011269,20011480,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011269,20011480,2,30194,"DFW",30423,"AUS","X","AA",183,2001,1,0
20011269,20011481,3,30423,"AUS",30194,"DFW",NA,"AA",183,2001,1,0
20011269,20011481,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011270,20011482,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011270,20011482,2,30194,"DFW",30423,"AUS",NA,"AA",183,2001,1,0
20011270,20011482,3,30423,"AUS",30194,"DFW","X","AA",183,2001,1,0
20011270,20011483,4,30194,"DFW",34057,"PDX","X","AA",1616,2001,1,0
20011271,20011484,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011271,20011484,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011272,20011485,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011272,20011485,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011272,20011486,3,30529,"BDL",30194,"DFW",NA,"AA",1471,2001,1,0
20011272,20011486,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011273,20011487,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011273,20011487,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011273,20011488,3,30529,"BDL",30194,"DFW",NA,"AA",1471,2001,1,0
20011273,20011488,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011274,20011489,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011274,20011489,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011274,20011490,3,30529,"BDL",30194,"DFW",NA,"AA",1471,2001,1,0
20011274,20011490,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011275,20011491,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011275,20011491,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011275,20011492,3,30529,"BDL",30194,"DFW",NA,"AA",1471,2001,1,0
20011275,20011492,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011276,20011493,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011276,20011493,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011276,20011494,3,30529,"BDL",30194,"DFW",NA,"AA",1471,2001,1,0
20011276,20011494,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011277,20011495,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011277,20011495,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011277,20011496,3,30529,"BDL",30194,"DFW",NA,"AA",1471,2001,1,0
20011277,20011496,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011278,20011497,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011278,20011497,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011278,20011498,3,30529,"BDL",30194,"DFW",NA,"AA",1471,2001,1,0
20011278,20011498,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011279,20011499,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011279,20011499,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011279,20011500,3,30529,"BDL",30194,"DFW",NA,"AA",1471,2001,1,0
20011279,20011500,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011280,20011501,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011280,20011501,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011280,20011502,3,30529,"BDL",30977,"ORD",NA,"AA",783,2001,1,0
20011280,20011502,4,30977,"ORD",30140,"ABQ","X","AA",1118,2001,1,0
20011281,20011503,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011281,20011503,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011281,20011504,3,30529,"BDL",30977,"ORD",NA,"AA",783,2001,1,0
20011281,20011504,4,30977,"ORD",30140,"ABQ","X","AA",1118,2001,1,0
20011282,20011505,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011282,20011505,2,30194,"DFW",30529,"BDL","X","AA",1471,2001,1,0
20011282,20011506,3,30529,"BDL",30977,"ORD",NA,"AA",783,2001,1,0
20011282,20011506,4,30977,"ORD",30140,"ABQ","X","AA",1118,2001,1,0
20011283,20011507,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011283,20011507,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011283,20011508,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011283,20011508,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011284,20011509,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011284,20011509,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011284,20011510,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011284,20011510,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011285,20011511,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011285,20011511,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011285,20011512,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011285,20011512,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011286,20011513,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011286,20011513,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011286,20011514,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011286,20011514,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011287,20011515,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011287,20011515,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011287,20011516,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011287,20011516,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011288,20011517,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011288,20011517,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011288,20011518,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011288,20011518,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011289,20011519,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011289,20011519,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011289,20011520,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011289,20011520,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011290,20011521,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011290,20011521,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011290,20011522,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011290,20011522,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011291,20011523,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011291,20011523,2,30194,"DFW",30599,"BHM","X","AA",597,2001,1,0
20011291,20011524,3,30599,"BHM",30194,"DFW",NA,"AA",597,2001,1,0
20011291,20011524,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011300,20011541,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011300,20011541,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011301,20011542,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011301,20011542,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011301,20011543,3,30693,"BNA",30140,"ABQ","X","AA",1123,2001,1,0
20011302,20011544,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011302,20011544,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011302,20011545,3,30693,"BNA",30194,"DFW",NA,"AA",631,2001,1,0
20011302,20011545,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011303,20011546,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011303,20011546,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011303,20011547,3,30693,"BNA",30194,"DFW",NA,"AA",631,2001,1,0
20011303,20011547,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011304,20011548,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011304,20011548,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011304,20011549,3,30693,"BNA",30194,"DFW",NA,"AA",631,2001,1,0
20011304,20011549,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011305,20011550,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011305,20011550,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011305,20011551,3,30693,"BNA",30194,"DFW",NA,"AA",631,2001,1,0
20011305,20011551,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011306,20011552,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011306,20011552,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011306,20011553,3,30693,"BNA",30194,"DFW",NA,"AA",631,2001,1,0
20011306,20011553,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011307,20011554,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011307,20011554,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011307,20011555,3,30693,"BNA",30194,"DFW",NA,"AA",631,2001,1,0
20011307,20011555,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011308,20011556,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011308,20011556,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011308,20011557,3,30693,"BNA",30194,"DFW",NA,"AA",631,2001,1,0
20011308,20011557,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011309,20011558,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011309,20011558,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011309,20011559,3,30693,"BNA",30194,"DFW",NA,"AA",631,2001,1,0
20011309,20011559,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011310,20011560,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011310,20011560,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011310,20011561,3,30693,"BNA",31453,"IAH",NA,"CO",657,2001,1,0
20011310,20011561,4,31453,"IAH",30140,"ABQ","X","CO",744,2001,1,0
20011311,20011562,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011311,20011562,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011311,20011563,3,30693,"BNA",32575,"LAX","X","AA",1797,2001,1,0
20011312,20011564,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011312,20011564,2,30194,"DFW",30693,"BNA","X","AA",631,2001,1,0
20011312,20011565,3,30693,"BNA",33495,"MSY",NA,"--",471,2001,1,0
20011312,20011565,4,33495,"MSY",30194,"DFW",NA,"AA",448,2001,1,0
20011312,20011565,5,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011313,20011566,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011313,20011566,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011314,20011567,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011314,20011567,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011315,20011568,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011315,20011568,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011316,20011569,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011316,20011569,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011317,20011570,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011317,20011570,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011318,20011571,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011318,20011571,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011319,20011572,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011319,20011572,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011320,20011573,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011320,20011573,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011320,20011574,3,30721,"BOS",30140,"ABQ","X","AA",1974,2001,1,0
20011321,20011575,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011321,20011575,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011321,20011576,3,30721,"BOS",30140,"ABQ","X","AA",1974,2001,1,0
20011322,20011577,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011322,20011577,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011322,20011578,3,30721,"BOS",30140,"ABQ","X","AA",1974,2001,1,0
20011323,20011579,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011323,20011579,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011323,20011580,3,30721,"BOS",30140,"ABQ","X","AA",1974,2001,1,0
20011324,20011581,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011324,20011581,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011324,20011582,3,30721,"BOS",30140,"ABQ","X","AA",1974,2001,1,0
20011325,20011583,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011325,20011583,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011325,20011584,3,30721,"BOS",30647,"CLE",NA,"--",563,2001,1,0
20011325,20011584,4,30647,"CLE",30194,"DFW",NA,"AA",1021,2001,1,0
20011325,20011584,5,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011326,20011585,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011326,20011585,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011326,20011586,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011326,20011586,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011327,20011587,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011327,20011587,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011327,20011588,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011327,20011588,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011328,20011589,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011328,20011589,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011328,20011590,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011328,20011590,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011329,20011591,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011329,20011591,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011329,20011592,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011329,20011592,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011330,20011593,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011330,20011593,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011330,20011594,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011330,20011594,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011331,20011595,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011331,20011595,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011331,20011596,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011331,20011596,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011332,20011597,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011332,20011597,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011332,20011598,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011332,20011598,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011333,20011599,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011333,20011599,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011333,20011600,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011333,20011600,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011334,20011601,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011334,20011601,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011334,20011602,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011334,20011602,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011335,20011603,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011335,20011603,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011335,20011604,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011335,20011604,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011336,20011605,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011336,20011605,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011336,20011606,3,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011336,20011606,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011337,20011607,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011337,20011607,2,30194,"DFW",30721,"BOS",NA,"AA",1562,2001,1,0
20011337,20011607,3,30721,"BOS",31703,"ISP","X","MQ",153,2001,1,0
20011337,20011608,4,31703,"ISP",30721,"BOS",NA,"MQ",153,2001,1,0
20011337,20011608,5,30721,"BOS",30194,"DFW",NA,"AA",1562,2001,1,0
20011337,20011608,6,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011338,20011609,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011338,20011609,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011338,20011610,3,30721,"BOS",31703,"LGA",NA,"--",185,2001,1,0
20011338,20011610,4,31703,"LGA",30194,"DFW",NA,"AA",1389,2001,1,0
20011338,20011610,5,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011340,20011613,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011340,20011613,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011340,20011614,3,30721,"BOS",30977,"MDW",NA,"--",861,2001,1,0
20011340,20011614,4,30977,"MDW",30194,"DFW",NA,"AA",797,2001,1,0
20011340,20011614,5,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011341,20011615,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011341,20011615,2,30194,"DFW",30721,"BOS","X","AA",1562,2001,1,0
20011341,20011616,3,30721,"BOS",30977,"ORD",NA,"AA",867,2001,1,0
20011341,20011616,4,30977,"ORD",30140,"ABQ","X","AA",1118,2001,1,0
20011350,20011632,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011350,20011632,2,30194,"DFW",30781,"BTR","X","MQ",383,2001,1,0
20011350,20011633,3,30781,"BTR",30194,"DFW",NA,"MQ",383,2001,1,0
20011350,20011633,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011351,20011634,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011351,20011634,2,30194,"DFW",30781,"BTR","X","MQ",383,2001,1,0
20011351,20011635,3,30781,"BTR",30194,"DFW",NA,"MQ",383,2001,1,0
20011351,20011635,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011352,20011636,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011352,20011636,2,30194,"DFW",30781,"BTR","X","MQ",383,2001,1,0
20011352,20011637,3,30781,"BTR",30194,"DFW",NA,"MQ",383,2001,1,0
20011352,20011637,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011353,20011638,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011353,20011638,2,30194,"DFW",30781,"BTR","X","MQ",383,2001,1,0
20011353,20011639,3,30781,"BTR",30194,"DFW",NA,"MQ",383,2001,1,0
20011353,20011639,4,30194,"DFW",30325,"DEN","X","AA",641,2001,1,0
20011354,20011640,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011354,20011640,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011355,20011641,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011355,20011641,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011356,20011642,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011356,20011642,2,30194,"DFW",30852,"BWI",NA,"AA",1217,2001,1,0
20011356,20011642,3,30852,"BWI",31057,"CLT","X","US",360,2001,1,0
20011356,20011643,4,31057,"CLT",30994,"CHS","Z","US",168,2001,1,0
20011356,20011643,5,30994,"CHS",31057,"CLT",NA,"US",168,2001,1,0
20011356,20011643,6,31057,"CLT",30194,"DFW",NA,"AA",937,2001,1,0
20011356,20011643,7,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011357,20011644,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011357,20011644,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011357,20011645,3,30852,"BWI",30852,"DCA",NA,"--",30,2001,1,0
20011357,20011645,4,30852,"DCA",30977,"ORD",NA,"AA",612,2001,1,0
20011357,20011645,5,30977,"ORD",30140,"ABQ","X","AA",1118,2001,1,0
20011358,20011646,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011358,20011646,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011358,20011647,3,30852,"BWI",30852,"DCA",NA,"--",30,2001,1,0
20011358,20011647,4,30852,"DCA",30977,"ORD",NA,"AA",612,2001,1,0
20011358,20011647,5,30977,"ORD",30140,"ABQ","X","AA",1118,2001,1,0
20011359,20011648,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011359,20011648,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011359,20011649,3,30852,"BWI",30194,"DFW",NA,"AA",1217,2001,1,0
20011359,20011649,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011360,20011650,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011360,20011650,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011360,20011651,3,30852,"BWI",30194,"DFW",NA,"AA",1217,2001,1,0
20011360,20011651,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011361,20011652,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011361,20011652,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011361,20011653,3,30852,"BWI",30194,"DFW",NA,"AA",1217,2001,1,0
20011361,20011653,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011362,20011654,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011362,20011654,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011362,20011655,3,30852,"BWI",30194,"DFW",NA,"AA",1217,2001,1,0
20011362,20011655,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
20011363,20011656,1,30140,"ABQ",30194,"DFW",NA,"AA",569,2001,1,0
20011363,20011656,2,30194,"DFW",30852,"BWI","X","AA",1217,2001,1,0
20011363,20011657,3,30852,"BWI",30194,"DFW",NA,"AA",1217,2001,1,0
20011363,20011657,4,30194,"DFW",30140,"ABQ","X","AA",569,2001,1,0
