"","ItinID","Coupons","Year","Quarter","Origin","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","OriginCountry","OriginStateFips","OriginState","OriginStateName","OriginWac","RoundTrip","OnLine","DollarCred","FarePerMile","RPCarrier","Passengers","ItinFare","BulkFare","Distance","DistanceGroup","MilesFlown","ItinGeoType"
"359",20011443,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.1216,"AA",1,168,0,1381,3,1381,2
"360",20011444,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.068,"AA",1,188,0,2762,6,2762,2
"361",20011445,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0716,"AA",1,198,0,2762,6,2762,2
"362",20011446,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1151,"AA",1,318,0,2762,6,2762,2
"363",20011447,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2972,"AA",1,821,0,2762,6,2762,2
"364",20011448,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,2788,6,2788,2
"365",20011449,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.0823,"AA",1,145,0,1761,4,1761,2
"366",20011450,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.2004,"AA",1,353,0,1761,4,1761,2
"367",20011451,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.7109,"AA",1,1252,0,1761,4,1761,2
"368",20011452,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.4372,"AA",1,770,0,1761,4,1761,2
"369",20011453,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.3647,"AA",1,1244,0,3411,7,3411,2
"370",20011454,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0844,"AA",1,288,0,3411,7,3411,2
"371",20011455,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0873,"AA",1,298,0,3411,7,3411,2
"372",20011456,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.099,"AA",1,338,0,3411,7,3411,2
"373",20011457,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1043,"AA",1,356,0,3411,7,3411,2
"374",20011458,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1108,"AA",1,378,0,3411,7,3411,2
"375",20011459,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1216,"AA",1,415,0,3411,7,3411,2
"376",20011460,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1222,"AA",2,417,0,3411,7,3411,2
"377",20011461,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1228,"AA",3,419,0,3411,7,3411,2
"378",20011462,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1245,"AA",2,425,0,3411,7,3411,2
"379",20011463,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1351,"AA",1,461,0,3411,7,3411,2
"380",20011464,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2339,"AA",1,798,0,3411,7,3411,2
"381",20011465,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2574,"AA",1,878,0,3411,7,3411,2
"382",20011466,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1418,"AA",1,484,0,3411,7,3411,2
"383",20011467,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2574,"AA",1,878,0,3411,7,3411,2
"384",20011468,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1673,"AA",4,571,0,3411,7,3411,2
"385",20011469,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1858,"AA",1,634,0,3411,7,3411,2
"386",20011470,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2421,"AA",3,826,0,3411,7,3411,2
"387",20011471,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1518,"AA",1,518,0,3411,7,3411,2
"388",20011472,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0879,"AA",1,312,0,3577,8,3547,2
"389",20011473,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.4372,"AA",1,1540,0,3522,8,3522,2
"390",20011474,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",2,0,0,3522,8,3522,2
"391",20011475,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0627,"AA",2,221,0,3522,8,3522,2
"392",20011476,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0706,"AA",1,249,0,3522,8,3522,2
"393",20011477,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0741,"AA",1,261,0,3522,8,3522,2
"394",20011478,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0954,"AA",2,336,0,3522,8,3522,2
"395",20011479,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1056,"AA",1,372,0,3522,8,3522,2
"396",20011480,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1101,"AA",1,388,0,3522,8,3522,2
"397",20011481,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.111,"AA",1,391,0,3522,8,3522,2
"398",20011482,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1113,"AA",1,392,0,3522,8,3522,2
"399",20011483,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1135,"AA",1,400,0,3522,8,3522,2
"400",20011484,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1192,"AA",2,420,0,3522,8,3522,2
"401",20011485,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1215,"AA",6,428,0,3522,8,3522,2
"402",20011486,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1232,"AA",1,434,0,3522,8,3522,2
"403",20011487,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1337,"AA",1,471,0,3522,8,3522,2
"404",20011488,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1785,"AA",1,629,0,3522,8,3522,2
"405",20011489,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.291,"AA",1,1025,0,3522,8,3522,2
"406",20011490,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2265,"AA",1,798,0,3522,8,3522,2
"407",20011491,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1783,"AA",1,628,0,3522,8,3522,2
"408",20011492,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1621,"AA",1,571,0,3522,8,3522,2
"409",20011493,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.17,"AA",1,599,0,3522,8,3522,2
"410",20011494,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2353,"AA",3,829,0,3522,8,3522,2
"411",20011495,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1652,"AA",1,582,0,3522,8,3522,2
"412",20011496,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1479,"AA",1,521,0,3522,8,3522,2
"413",20011497,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.3912,"AA",1,1371,0,3504,8,3504,2
"414",20011498,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0999,"AA",1,361,0,3826,8,3612,2
"415",20011499,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.4411,"AA",1,1540,0,3491,7,3491,2
"416",20011500,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2145,"AA",1,749,0,3491,7,3491,2
"417",20011501,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.7471,"AA",1,904,0,1210,3,1210,2
"418",20011502,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2655,"AA",1,538,0,2026,5,2026,2
"419",20011503,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0758,"AA",1,181,0,2386,5,2386,2
"420",20011504,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1177,"AA",1,281,0,2386,5,2386,2
"421",20011505,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.1163,"AA",1,181,0,1556,4,1556,2
"422",20011506,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.4556,"AA",1,709,0,1556,4,1556,2
"423",20011507,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,3112,7,3112,2
"424",20011508,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0613,"AA",1,191,0,3112,7,3112,2
"425",20011509,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0716,"AA",1,223,0,3112,7,3112,2
"426",20011510,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0774,"AA",1,241,0,3112,7,3112,2
"427",20011511,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.096,"AA",1,299,0,3112,7,3112,2
"428",20011512,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0967,"AA",1,301,0,3112,7,3112,2
"429",20011513,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.3518,"AA",1,1095,0,3112,7,3112,2
"430",20011514,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1844,"AA",3,574,0,3112,7,3112,2
"431",20011515,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1857,"AA",1,578,0,3112,7,3112,2
"432",20011516,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.6235,"AA",1,1479,0,3465,7,2372,2
"433",20011517,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.1205,"AA",1,135,0,1120,3,1120,2
"434",20011518,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.1633,"AA",1,183,0,1120,3,1120,2
"435",20011519,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.5033,"AA",1,977,0,1941,4,1941,2
"436",20011520,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,3746,8,3746,2
"437",20011521,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,3975,8,3447,2
"438",20011522,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",2,0,0,3882,8,3882,2
"439",20011523,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.044,"AA",1,171,0,3882,8,3882,2
"440",20011524,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0448,"AA",1,174,0,3882,8,3882,2
"441",20011525,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.062,"AA",1,241,0,3882,8,3882,2
"442",20011526,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0824,"AA",1,320,0,3882,8,3882,2
"443",20011527,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0839,"AA",1,326,0,3882,8,3882,2
"444",20011528,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0888,"AA",1,345,0,3882,8,3882,2
"445",20011529,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0929,"AA",2,361,0,3882,8,3882,2
"446",20011530,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0994,"AA",1,386,0,3882,8,3882,2
"447",20011531,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1017,"AA",3,395,0,3882,8,3882,2
"448",20011532,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1025,"AA",1,398,0,3882,8,3882,2
"449",20011533,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1115,"AA",1,433,0,3882,8,3882,2
"450",20011534,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.112,"AA",1,435,0,3882,8,3882,2
"451",20011535,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1133,"AA",1,440,0,3882,8,3882,2
"452",20011536,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1295,"AA",1,503,0,3882,8,3882,2
"453",20011537,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0868,"AA",1,337,0,3882,8,3882,2
"454",20011538,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0618,"AA",1,241,0,3916,8,3899,2
"455",20011539,7,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1232,"AA",1,591,0,4812,10,4795,2
"456",20011544,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,3778,8,3778,2
"457",20011554,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.1481,"AA",3,250,0,1688,4,1688,2
"458",20011555,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.1706,"AA",1,288,0,1688,4,1688,2
"459",20011556,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",2,0,0,3376,7,3376,2
"460",20011557,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0035,"AA",1,12,0,3376,7,3376,2
"461",20011558,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0488,"AA",1,165,0,3376,7,3376,2
"462",20011559,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0521,"AA",1,176,0,3376,7,3376,2
"463",20011560,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0536,"AA",7,181,0,3376,7,3376,2
"464",20011561,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0571,"AA",1,193,0,3376,7,3376,2
"465",20011562,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.063,"AA",2,213,0,3376,7,3376,2
"466",20011563,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0654,"AA",6,221,0,3376,7,3376,2
"467",20011564,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0684,"AA",3,231,0,3376,7,3376,2
"468",20011565,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0704,"AA",1,238,0,3376,7,3376,2
"469",20011566,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0713,"AA",1,241,0,3376,7,3376,2
"470",20011567,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0779,"AA",1,263,0,3376,7,3376,2
"471",20011568,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0808,"AA",1,273,0,3376,7,3376,2
"472",20011569,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.085,"AA",1,287,0,3376,7,3376,2
"473",20011570,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1021,"AA",1,345,0,3376,7,3376,2
"474",20011571,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.106,"AA",1,358,0,3376,7,3376,2
"475",20011572,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1069,"AA",1,361,0,3376,7,3376,2
"476",20011573,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1098,"AA",1,371,0,3376,7,3376,2
"477",20011574,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1149,"AA",2,388,0,3376,7,3376,2
"478",20011575,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1217,"AA",1,411,0,3376,7,3376,2
"479",20011576,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1377,"AA",1,465,0,3376,7,3376,2
"480",20011577,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1401,"AA",1,473,0,3376,7,3376,2
"481",20011578,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.143,"AA",1,483,0,3376,7,3376,2
"482",20011579,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1466,"AA",1,495,0,3376,7,3376,2
"483",20011580,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1489,"AA",1,503,0,3376,7,3376,2
"484",20011581,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",2,0,0,3376,7,3376,2
"485",20011582,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0675,"AA",1,228,0,3376,7,3376,2
"486",20011583,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1339,"AA",1,434,0,3419,7,3241,2
"487",20011586,8,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1125,"AA",1,631,0,5604,12,5604,1
"488",20011601,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,0,1,0.5339,"AA",1,425,0,796,2,796,2
"489",20011602,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1074,"AA",1,171,0,1592,4,1592,2
"490",20011603,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.2091,"AA",1,333,0,1592,4,1592,2
"491",20011604,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.3354,"AA",1,534,0,1592,4,1592,2
"492",20011605,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.3793,"AA",1,604,0,1592,4,1592,2
"493",20011606,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.4629,"AA",1,737,0,1592,4,1592,2
"494",20011607,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,0,1,0.528,"AA",1,754,0,1428,3,1428,2
"495",20011612,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1516,"AA",1,215,0,1418,3,1418,2
"496",20011613,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.2496,"AA",1,354,0,1418,3,1418,2
"497",20011614,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1449,"AA",1,435,0,3000,7,3000,2
"498",20011615,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.5549,"AA",1,1665,0,3000,7,3000,2
"499",20011620,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.2704,"AA",1,424,0,1568,4,1568,2
"500",20011621,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.066,"AA",1,207,0,3136,7,3136,2
"501",20011622,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1077,"AA",1,338,0,3136,7,3136,2
"502",20011623,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2324,"AA",2,729,0,3136,7,3136,2
"503",20011624,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0901,"AA",1,258,0,2862,6,2862,2
"504",20011625,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.118,"AA",1,338,0,2862,6,2862,2
"505",20011626,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.2271,"AA",1,650,0,2862,6,2862,2
"506",20011627,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.3508,"AA",1,1004,0,2862,6,2862,2
"507",20011628,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0691,"AA",1,198,0,2862,6,2862,2
"508",20011631,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.0771,"AA",1,336,0,4353,9,4353,1
"509",20011632,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.0939,"AA",1,409,0,4353,9,4353,1
"510",20011633,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",5,0,0,8706,18,8706,1
"511",20011634,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0606,"AA",3,528,0,8706,18,8706,1
"512",20011635,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.077,"AA",1,671,0,8706,18,8706,1
"513",20011636,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0901,"AA",1,785,0,8706,18,8706,1
"514",20011637,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0952,"AA",1,829,0,8706,18,8706,1
"515",20011638,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0979,"AA",1,853,0,8706,18,8706,1
"516",20011639,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.101,"AA",1,880,0,8706,18,8706,1
"517",20011640,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.111,"AA",1,967,0,8706,18,8706,1
"518",20011641,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,9138,19,9138,1
"519",20011642,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0641,"AA",1,580,0,9044,19,9044,1
"520",20011643,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1061,"AA",1,960,0,9044,19,9044,1
"521",20011644,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.113,"AA",1,1022,0,9044,19,9044,1
"522",20011645,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.07,"AA",1,610,0,8713,18,8713,1
"523",20011646,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0786,"AA",1,685,0,8713,18,8713,1
"524",20011647,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1713,"AA",1,1493,0,8713,18,8713,1
"525",20011648,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,8758,18,8758,1
"526",20011649,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.065,"AA",1,580,0,8910,18,8910,1
"527",20011650,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1235,"AA",1,1101,0,8910,18,8910,1
"528",20011651,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,8910,18,8910,1
"529",20011652,7,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1095,"AA",1,977,0,8917,18,8917,1
"530",20011653,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,8776,18,8776,1
"531",20011654,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0842,"AA",1,739,0,8776,18,8776,1
"532",20011655,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1213,"AA",1,198,0,1632,4,1632,2
"533",20011656,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1409,"AA",1,230,0,1632,4,1632,2
"534",20011657,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.174,"AA",2,284,0,1632,4,1632,2
"535",20011658,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,2060,5,2060,2
"536",20011659,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.115,"AA",1,237,0,2060,5,2060,2
"537",20011660,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1356,"AA",1,318,0,2344,5,2344,2
"538",20011661,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1557,"AA",1,365,0,2344,5,2344,2
