"","ItinID","MktID","SeqNum","Coupons","Year","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Quarter","Origin","OriginCountry","OriginStateFips","OriginState","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCountry","DestStateFips","DestState","DestStateName","DestWac","Break","CouponType","TkCarrier","OpCarrier","RPCarrier","Passengers","FareClass","Distance","DistanceGroup","Gateway","ItinGeoType","CouponGeoType"
"452",20011216,20011381,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"453",20011216,20011382,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"454",20011216,20011382,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"455",20011217,20011383,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"456",20011217,20011383,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"457",20011217,20011384,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"458",20011217,20011384,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"459",20011218,20011385,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"460",20011218,20011385,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"461",20011218,20011386,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"462",20011218,20011386,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"463",20011219,20011387,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"464",20011219,20011387,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"465",20011219,20011388,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"466",20011219,20011388,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"467",20011220,20011389,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"468",20011220,20011389,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"469",20011220,20011390,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"470",20011220,20011390,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"471",20011221,20011391,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"472",20011221,20011391,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"473",20011221,20011392,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"474",20011221,20011392,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"475",20011222,20011393,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"476",20011222,20011393,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"477",20011222,20011394,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"478",20011222,20011394,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"479",20011223,20011395,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"480",20011223,20011395,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"481",20011223,20011396,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"482",20011223,20011396,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"483",20011224,20011397,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"484",20011224,20011397,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"485",20011224,20011398,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",732,2,0,2,2
"486",20011224,20011398,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"487",20011225,20011399,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"488",20011225,20011399,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"Y",732,2,0,2,2
"489",20011225,20011400,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",732,2,0,2,2
"490",20011225,20011400,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"491",20011226,20011401,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",569,2,0,2,2
"492",20011226,20011401,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"493",20011226,20011402,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",732,2,0,2,2
"494",20011226,20011402,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"Y",569,2,0,2,2
"495",20011227,20011403,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",569,2,0,2,2
"496",20011227,20011403,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"Y",732,2,0,2,2
"497",20011227,20011404,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",732,2,0,2,2
"498",20011227,20011404,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"Y",569,2,0,2,2
"499",20011228,20011405,1,6,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"500",20011228,20011405,2,6,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,NA,"A","DL","DL","AA",1,"X",732,2,0,2,2
"501",20011228,20011405,3,6,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,13577,1357701,31135,"MYR","US","45","SC","South Carolina",37,"X","A","DL","DL","AA",1,"X",317,1,0,2,2
"502",20011228,20011406,4,6,2001,13577,1357701,31135,1,"MYR","US","45","SC","South Carolina",37,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,NA,"A","DL","DL","AA",1,"X",317,1,0,2,2
"503",20011228,20011406,5,6,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","DL","DL","AA",1,"X",732,2,0,2,2
"504",20011228,20011406,6,6,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"505",20011229,20011407,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"506",20011229,20011407,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"507",20011229,20011408,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,13930,1393001,30977,"ORD","US","17","IL","Illinois",41,NA,"A","AA","AA","AA",1,"X",606,2,0,2,2
"508",20011229,20011408,4,4,2001,13930,1393001,30977,1,"ORD","US","17","IL","Illinois",41,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",1118,3,0,2,2
"509",20011230,20011409,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"510",20011230,20011409,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10397,1039702,30397,"ATL","US","13","GA","Georgia",34,"X","A","AA","AA","AA",1,"X",732,2,0,2,2
"511",20011230,20011410,3,4,2001,10397,1039702,30397,1,"ATL","US","13","GA","Georgia",34,13930,1393001,30977,"ORD","US","17","IL","Illinois",41,NA,"A","AA","AA","AA",1,"Y",606,2,0,2,2
"512",20011230,20011410,4,4,2001,13930,1393001,30977,1,"ORD","US","17","IL","Illinois",41,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",1118,3,0,2,2
"513",20011231,20011411,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"F",569,2,0,2,2
"514",20011231,20011411,2,2,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"F",183,1,0,2,2
"515",20011232,20011412,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"516",20011232,20011412,2,2,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"517",20011233,20011413,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"518",20011233,20011413,2,2,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"519",20011234,20011414,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",569,2,0,2,2
"520",20011234,20011414,2,2,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"Y",183,1,0,2,2
"521",20011235,20011415,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",569,2,0,2,2
"522",20011235,20011415,2,2,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"Y",183,1,0,2,2
"523",20011236,20011416,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",569,2,0,2,2
"524",20011236,20011416,2,2,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"Y",183,1,0,2,2
"525",20011237,20011417,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",569,2,0,2,2
"526",20011237,20011417,2,2,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"Y",183,1,0,2,2
"527",20011238,20011418,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"F",569,2,0,2,2
"528",20011238,20011418,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"F",183,1,0,2,2
"529",20011238,20011419,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"F",183,1,0,2,2
"530",20011238,20011419,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"F",569,2,0,2,2
"531",20011239,20011420,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"532",20011239,20011420,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"533",20011239,20011421,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"534",20011239,20011421,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"535",20011240,20011422,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"536",20011240,20011422,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"537",20011240,20011423,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"538",20011240,20011423,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"539",20011241,20011424,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"540",20011241,20011424,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"541",20011241,20011425,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"542",20011241,20011425,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"543",20011242,20011426,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"544",20011242,20011426,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"545",20011242,20011427,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"546",20011242,20011427,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"547",20011243,20011428,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",2,"X",569,2,0,2,2
"548",20011243,20011428,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",2,"X",183,1,0,2,2
"549",20011243,20011429,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",2,"X",183,1,0,2,2
"550",20011243,20011429,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",2,"X",569,2,0,2,2
"551",20011244,20011430,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"552",20011244,20011430,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"553",20011244,20011431,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"554",20011244,20011431,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"555",20011245,20011432,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"556",20011245,20011432,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"557",20011245,20011433,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"558",20011245,20011433,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"559",20011246,20011434,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"560",20011246,20011434,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"561",20011246,20011435,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"562",20011246,20011435,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"563",20011247,20011436,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"564",20011247,20011436,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"565",20011247,20011437,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"566",20011247,20011437,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"567",20011248,20011438,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",3,"X",569,2,0,2,2
"568",20011248,20011438,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",3,"X",183,1,0,2,2
"569",20011248,20011439,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",3,"X",183,1,0,2,2
"570",20011248,20011439,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",3,"X",569,2,0,2,2
"571",20011249,20011440,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",569,2,0,2,2
"572",20011249,20011440,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",1,"X",183,1,0,2,2
"573",20011249,20011441,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",183,1,0,2,2
"574",20011249,20011441,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"575",20011250,20011442,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",2,"X",569,2,0,2,2
"576",20011250,20011442,2,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10423,1042302,30423,"AUS","US","48","TX","Texas",74,"X","A","AA","AA","AA",2,"X",183,1,0,2,2
"577",20011250,20011443,3,4,2001,10423,1042302,30423,1,"AUS","US","48","TX","Texas",74,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",2,"X",183,1,0,2,2
"578",20011250,20011443,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",2,"X",569,2,0,2,2
"579",20011251,20011444,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",2,"X",569,2,0,2,2
