"","ItinID","MktID","SeqNum","Coupons","Year","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Quarter","Origin","OriginCountry","OriginStateFips","OriginState","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCountry","DestStateFips","DestState","DestStateName","DestWac","Break","CouponType","TkCarrier","OpCarrier","RPCarrier","Passengers","FareClass","Distance","DistanceGroup","Gateway","ItinGeoType","CouponGeoType"
"118",2001155,20011103,2,2,2001,11193,1119301,33105,1,"CVG","US","21","KY","Kentucky",52,12953,1295301,31703,"LGA","US","36","NY","New York",22,"X","A","AA","AA","AA",1,"X",585,2,0,2,2
"119",2001156,20011104,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11193,1119301,33105,"CVG","US","21","KY","Kentucky",52,NA,"A","AA","AA","AA",1,"X",1240,3,0,2,2
"120",2001156,20011104,2,2,2001,11193,1119301,33105,1,"CVG","US","21","KY","Kentucky",52,14492,1449201,34492,"RDU","US","37","NC","North Carolina",36,"X","A","AA","AA","AA",1,"X",390,1,0,2,2
"121",2001157,20011105,1,1,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11278,1127801,30852,"DCA","US","51","VA","Virginia",38,"X","A","AA","AA","AA",1,"X",1650,4,0,2,2
"122",2001158,20011106,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11278,1127801,30852,"DCA","US","51","VA","Virginia",38,"X","A","AA","AA","AA",1,"X",1650,4,0,2,2
"123",2001158,20011107,2,2,2001,11278,1127801,30852,1,"DCA","US","51","VA","Virginia",38,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",1650,4,0,2,2
"124",2001159,20011108,1,2,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11278,1127801,30852,"DCA","US","51","VA","Virginia",38,"X","A","AA","AA","AA",1,"X",1650,4,0,2,2
"125",2001159,20011109,2,2,2001,11278,1127801,30852,1,"DCA","US","51","VA","Virginia",38,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",1650,4,0,2,2
"126",2001160,20011110,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11278,1127801,30852,"DCA","US","51","VA","Virginia",38,NA,"A","AA","AA","AA",1,"X",1650,4,0,2,2
"127",2001160,20011110,2,4,2001,11278,1127801,30852,1,"DCA","US","51","VA","Virginia",38,10821,1082102,30852,"BWI","US","24","MD","Maryland",35,"X","D","--","--","AA",1,NA,30,1,0,2,2
"128",2001160,20011111,3,4,2001,10821,1082102,30852,1,"BWI","US","24","MD","Maryland",35,13930,1393001,30977,"ORD","US","17","IL","Illinois",41,NA,"A","AA","AA","AA",1,"X",621,2,0,2,2
"129",2001160,20011111,4,4,2001,13930,1393001,30977,1,"ORD","US","17","IL","Illinois",41,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",1118,3,0,2,2
"130",2001161,20011112,1,3,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11278,1127801,30852,"DCA","US","51","VA","Virginia",38,"X","A","AA","AA","AA",1,"X",1650,4,0,2,2
"131",2001161,20011113,2,3,2001,11278,1127801,30852,1,"DCA","US","51","VA","Virginia",38,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",1192,3,0,2,2
"132",2001161,20011113,3,3,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"133",2001162,20011114,1,3,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11278,1127801,30852,"DCA","US","51","VA","Virginia",38,"X","A","AA","AA","AA",1,"Y",1650,4,0,2,2
"134",2001162,20011115,2,3,2001,11278,1127801,30852,1,"DCA","US","51","VA","Virginia",38,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",1192,3,0,2,2
"135",2001162,20011115,3,3,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"136",2001163,20011116,1,3,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11278,1127801,30852,"DCA","US","51","VA","Virginia",38,"X","A","AA","AA","AA",1,"Y",1650,4,0,2,2
"137",2001163,20011117,2,3,2001,11278,1127801,30852,1,"DCA","US","51","VA","Virginia",38,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"Y",1192,3,0,2,2
"138",2001163,20011117,3,3,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"Y",569,2,0,2,2
"139",2001164,20011118,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11278,1127801,30852,"DCA","US","51","VA","Virginia",38,NA,"A","AA","AA","AA",1,"X",1650,4,0,2,2
"140",2001164,20011118,2,4,2001,11278,1127801,30852,1,"DCA","US","51","VA","Virginia",38,13303,1330302,32467,"MIA","US","12","FL","Florida",33,"X","A","AA","AA","AA",1,"X",920,2,0,2,2
"141",2001164,20011119,3,4,2001,13303,1330302,32467,1,"MIA","US","12","FL","Florida",33,11298,1129802,30194,"DFW","US","48","TX","Texas",74,NA,"A","AA","AA","AA",1,"X",1121,3,0,2,2
"142",2001164,20011119,4,4,2001,11298,1129802,30194,1,"DFW","US","48","TX","Texas",74,10140,1014001,30140,"ABQ","US","35","NM","New Mexico",86,"X","A","AA","AA","AA",1,"X",569,2,0,2,2
"143",2001165,20011120,1,4,2001,10140,1014001,30140,1,"ABQ","US","35","NM","New Mexico",86,11292,1129202,30325,"DEN","US","08","CO","Colorado",82,NA,"A","AA","AA","AA",1,"X",349,1,0,2,2
